ID_cliente,Permanencia,Genero_cliente,Cliente_Tercera_Edad,Pareja_Cliente,Dependientes_del_Cliente,Meses_del_Contrato,Servicio_telefonico,Multiples_lineas_telefonicas,Sus_Internet,Sus_Seguridad_online,Sus_Respaldo_online,Sus_Protección_al_Dispositivo,Sus_Soporte_Técnico,Sus_Tv_por_cable,sus_streaming_movies,Tipo_Contrato,Preferencia_Factura,Metodo_de_Pago,Gasto_Mensual,Gasto_Total,Cuentas_Diarias
1810-BOHSY,no,male,0,yes,no,51,yes,yes,fiber optic,yes,yes,no,no,no,yes,one year,yes,credit card (automatic),96.4,4911.05,3.21
1810-MVMAI,no,male,0,yes,yes,30,yes,yes,dsl,yes,yes,yes,yes,no,no,month-to-month,no,electronic check,67.6,2000.2,2.25
1813-JLKWR,no,female,0,yes,yes,64,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),19.8,1336.65,0.66
1813-JYWTO,no,female,0,yes,no,72,yes,yes,fiber optic,yes,no,no,no,no,no,two year,no,bank transfer (automatic),80.45,5737.6,2.68
1814-DKOLC,no,female,0,no,no,5,yes,yes,no,no,no,no,no,no,no,month-to-month,no,mailed check,25.45,134.75,0.85
1814-WFGVS,no,male,0,yes,yes,72,no,no,dsl,yes,no,yes,yes,yes,no,two year,no,mailed check,48.9,3527.0,1.63
1816-FLZDK,no,male,0,no,no,1,no,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed check,29.15,29.15,0.97
1818-ESQMW,no,female,0,no,no,27,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,89.2,2383.6,2.97
1820-DJFPH,no,female,0,yes,yes,72,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),24.05,1709.15,0.8
1820-TQVEV,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.55,69.55,2.32
1821-BUCWY,no,male,0,no,no,30,yes,no,dsl,yes,no,yes,no,no,no,two year,yes,mailed check,55.65,1653.85,1.86
1830-GGFNM,no,male,0,yes,yes,65,yes,yes,fiber optic,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),94.55,6078.75,3.15
1830-IPXVJ,no,female,0,yes,yes,61,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.75,1311.6,0.66
1832-PEUTS,no,male,0,yes,yes,62,yes,yes,fiber optic,no,no,yes,no,yes,no,two year,yes,credit card (automatic),89.1,5411.65,2.97
1833-TCXKK,no,male,0,yes,no,45,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),107.75,4882.8,3.59
1833-VGRUM,yes,female,1,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.2,74.2,2.47
1834-ABKHQ,no,female,0,yes,yes,52,yes,no,dsl,no,no,yes,no,no,no,one year,yes,bank transfer (automatic),50.95,2610.65,1.7
1834-WULEG,no,male,0,yes,yes,24,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.25,439.75,0.68
1837-YQUCE,no,female,0,no,no,70,no,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),58.35,4214.25,1.94
1839-FBNFR,no,female,0,yes,yes,39,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),19.85,854.8,0.66
1839-UMACK,no,male,0,no,no,42,yes,yes,no,no,no,no,no,no,no,one year,no,electronic check,25.05,949.85,0.84
1840-BIUOG,no,male,0,no,no,20,yes,yes,dsl,no,yes,no,yes,yes,no,one year,yes,electronic check,68.7,1416.2,2.29
1841-YSJGV,no,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),109.95,7852.4,3.66
1842-EZJMK,yes,male,0,yes,yes,50,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,no,electronic check,103.7,5071.05,3.46
1843-TLSGD,no,female,0,yes,yes,13,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.85,272.35,0.7
1845-CSBRZ,no,female,1,yes,yes,22,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,no,bank transfer (automatic),85.35,1961.6,2.84
1845-ZLLIG,no,male,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,50.15,50.15,1.67
1846-XWOQN,yes,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.15,70.15,2.34
1848-LBZHY,no,female,0,yes,no,7,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),50.3,355.1,1.68
1849-RJYIG,no,female,0,no,no,8,yes,no,dsl,yes,no,no,no,yes,no,month-to-month,yes,electronic check,60.0,487.75,2.0
1850-AKQEP,no,male,0,no,yes,8,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.35,178.7,0.68
1852-QSWCD,no,male,0,yes,yes,64,yes,yes,no,no,no,no,no,no,no,two year,yes,mailed check,24.8,1514.85,0.83
1852-XEMDW,no,male,0,no,no,22,yes,yes,dsl,yes,yes,yes,no,no,no,month-to-month,no,mailed check,65.05,1427.55,2.17
1853-ARAAQ,no,female,0,no,no,26,no,no,dsl,no,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),50.35,1277.5,1.68
1853-UDXBW,yes,male,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.0,70.0,2.33
1855-AGAWH,no,male,0,yes,no,31,yes,no,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,93.8,2939.8,3.13
1855-CFULU,no,female,1,no,no,4,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.05,91.45,0.67
1862-QRWPE,no,female,0,yes,yes,48,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),20.65,1057.0,0.69
1862-SKORY,yes,female,1,yes,no,40,no,no,dsl,no,yes,no,no,yes,no,month-to-month,yes,electronic check,39.3,1637.4,1.31
1866-DIOQZ,no,female,0,yes,no,71,no,no,dsl,yes,yes,yes,yes,yes,yes,one year,no,bank transfer (automatic),66.8,4689.15,2.23
1866-NXPSP,no,female,0,no,no,36,yes,no,dsl,yes,yes,yes,yes,no,yes,one year,yes,mailed check,75.55,2680.15,2.52
1866-OBPNR,no,male,0,yes,yes,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,credit card (automatic),74.6,74.6,2.49
1866-RZZQS,yes,male,1,no,no,41,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,98.4,4187.75,3.28
1866-ZSLJM,no,male,0,no,no,21,yes,no,no,no,no,no,no,no,no,month-to-month,no,credit card (automatic),20.5,402.85,0.68
1867-BDVFH,yes,male,0,yes,yes,11,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.35,834.2,2.48
1867-RAWZK,no reporta,male,0,yes,yes,19,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,no,electronic check,103.3,2012.7,3.44
1867-TJHTS,no,female,0,no,no,58,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),79.8,4526.85,2.66
1871-MOWRM,yes,male,0,yes,no,12,yes,no,fiber optic,yes,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),80.85,866.45,2.7
1872-EBWSC,no,female,0,no,no,29,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.35,617.35,0.68
1875-QIVME,yes,female,0,yes,no,2,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,104.4,242.8,3.48
1877-HKBQX,no,female,0,no,no,11,yes,no,dsl,yes,no,no,yes,no,no,one year,yes,mailed check,54.6,617.85,1.82
1891-FZYSA,yes,male,1,yes,no,69,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,89.95,6143.15,3.0
1891-QRQSA,no,male,1,yes,yes,64,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),111.6,7099.0,3.72
1891-UAWWU,yes,female,1,yes,no,20,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,no,electronic check,90.8,1951.0,3.03
1894-IGFSG,yes,female,0,no,no,22,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,89.25,1907.85,2.98
1895-QTKDO,no,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,credit card (automatic),43.95,43.95,1.46
1897-OKVMW,no,female,0,yes,yes,64,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,mailed check,90.6,5817.45,3.02
1897-RCFUM,no,female,0,yes,yes,39,yes,yes,no,no,no,no,no,no,no,one year,yes,mailed check,24.2,914.6,0.81
1898-JSNDC,no,female,0,no,no,39,yes,no,dsl,no,yes,no,no,yes,no,one year,yes,credit card (automatic),58.6,2224.5,1.95
1899-VXWXM,yes,male,0,no,no,48,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card (automatic),106.1,5082.8,3.54
1902-XBTFB,yes,male,0,no,yes,22,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,89.4,2001.5,2.98
1904-WAJAA,no,female,0,yes,yes,24,yes,yes,dsl,yes,yes,yes,no,no,no,two year,no,electronic check,64.35,1558.65,2.14
1905-OEILC,no,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.5,19.5,0.65
1907-UBQFC,yes,male,1,no,no,10,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,72.85,688.65,2.43
1907-YLNYW,no,male,0,no,no,8,yes,no,dsl,yes,no,yes,no,no,yes,month-to-month,yes,electronic check,66.7,579.0,2.22
1910-FMXJM,no,female,0,yes,no,36,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,80.4,2937.65,2.68
1915-IOFGU,yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.5,70.5,2.35
1915-OAKWD,no,female,0,no,yes,16,yes,no,no,no,no,no,no,no,no,one year,yes,bank transfer (automatic),19.3,360.35,0.64
1918-ZBFQJ,yes,female,0,no,no,13,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,79.25,1111.65,2.64
1919-RTPQD,no,male,0,yes,yes,7,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.75,333.65,1.49
1921-KYSAY,no,female,0,no,no,41,yes,yes,dsl,no,no,yes,yes,no,yes,one year,yes,electronic check,68.6,2877.05,2.29
1925-GMVBW,no,female,0,no,no,5,yes,no,no,no,no,no,no,no,no,month-to-month,no,credit card (automatic),20.55,96.1,0.68
1925-LFCZZ,no,male,1,no,no,55,no,no,dsl,no,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),50.05,2743.45,1.67
1925-TIBLE,yes,female,0,yes,no,7,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,86.5,582.5,2.88
1926-QUZNN,no,female,0,yes,no,72,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),25.25,1841.2,0.84
1927-QEWMY,no,female,0,yes,no,72,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),20.5,1502.25,0.68
1928-BXYIV,no,male,0,no,no,1,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,no,electronic check,61.15,61.15,2.04
1929-ZCBHE,no,male,0,yes,yes,47,no,no,dsl,yes,no,yes,yes,no,no,one year,no,electronic check,40.3,1794.8,1.34
1930-BZLHI,no,male,0,no,no,21,yes,no,no,no,no,no,no,no,no,one year,yes,mailed check,20.35,422.7,0.68
1930-QPBVZ,no,male,0,yes,yes,68,yes,no,fiber optic,yes,yes,no,yes,no,yes,two year,no,bank transfer (automatic),95.1,6683.4,3.17
1930-WNXSB,no,male,0,yes,yes,58,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,92.85,5305.05,3.1
1932-UEDCX,no,male,1,yes,no,33,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),100.6,3270.25,3.35
1934-MKPXS,no,male,0,yes,yes,33,yes,no,no,no,no,no,no,no,no,one year,no,credit card (automatic),20.1,620.55,0.67
1934-SJVJK,yes,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.15,20.15,0.67
1935-IMVBB,no,male,0,yes,no,56,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,mailed check,89.7,4952.95,2.99
1936-CZAKF,no,male,0,yes,no,49,no,no,dsl,no,yes,no,no,yes,yes,two year,no,credit card (automatic),49.65,2409.9,1.66
1936-UAFEH,no,female,0,no,no,68,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,no,credit card (automatic),110.25,7279.35,3.68
1937-OTUKY,no,female,0,yes,no,72,yes,yes,fiber optic,yes,no,yes,yes,yes,no,two year,yes,bank transfer (automatic),98.2,7015.9,3.27
1941-HOSAM,no,male,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,90.1,90.1,3.0
1942-OQFRW,no,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.0,44.0,1.47
1945-XISKS,no,female,0,yes,no,67,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.65,1335.2,0.65
1950-KSVVJ,no,female,0,yes,no,45,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,mailed check,113.3,5032.25,3.78
1951-IEYXM,no,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),90.6,6441.85,3.02
1952-DVVSW,no,female,0,yes,no,10,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.1,184.4,0.67
1955-IBMMB,no,male,0,no,no,59,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),20.2,1192.3,0.67
1956-YIFGE,no,male,0,yes,yes,22,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,mailed check,100.05,2090.25,3.34
1958-RNRKS,no,male,0,yes,no,30,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,49.9,1441.95,1.66
1960-UOTYM,no,male,0,yes,yes,52,yes,no,dsl,yes,yes,yes,no,yes,yes,two year,no,electronic check,79.2,4016.3,2.64
1960-UYCNN,no,male,0,no,no,10,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,95.25,1021.55,3.18
1963-SVUCV,yes,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.3,45.3,1.51
1963-VAUKV,yes,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.4,20.4,0.68
1964-SVLEA,no,male,0,no,no,20,yes,no,no,no,no,no,no,no,no,one year,yes,mailed check,19.7,415.9,0.66
1965-AKTSX,yes,female,1,no,no,14,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,78.95,1101.85,2.63
1965-DDBWU,yes,male,0,no,no,16,yes,yes,fiber optic,no,no,no,yes,no,yes,month-to-month,yes,credit card (automatic),89.05,1448.6,2.97
1970-KKFWL,no,female,0,no,no,35,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),23.3,797.1,0.78
1971-DTCZB,no,female,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),90.95,6468.6,3.03
1972-RSMOV,no reporta,female,0,yes,no,40,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.1,780.1,0.64
1972-XMUWV,no,female,0,yes,no,65,yes,no,dsl,no,no,no,yes,yes,no,two year,yes,credit card (automatic),59.8,3808.2,1.99
1975-FCJTE,no reporta,female,0,yes,no,45,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,25.5,1121.05,0.85
1976-AZZPJ,no,male,0,yes,no,7,no,no,dsl,yes,yes,no,no,no,no,month-to-month,no,mailed check,34.2,256.6,1.14
1976-CFOCS,yes,female,1,yes,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,46.0,46.0,1.53
1977-STDKI,yes,female,1,no,no,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,73.0,73.0,2.43
1980-KXVPM,yes,female,1,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),75.05,256.25,2.5
1981-INRFU,yes,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.75,164.5,2.66
1982-FEBTD,no,female,0,yes,yes,23,yes,yes,no,no,no,no,no,no,no,two year,yes,credit card (automatic),25.6,514.75,0.85
1984-FCOWB,yes,female,0,yes,no,70,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,electronic check,109.5,7674.55,3.65
1984-GPTEH,no,female,0,no,no,29,yes,yes,no,no,no,no,no,no,no,month-to-month,no,electronic check,25.15,702.0,0.84
1985-MBRYP,no,female,0,no,no,43,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),19.65,779.25,0.65
1986-PHGZF,no,male,1,no,no,18,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,yes,credit card (automatic),58.4,964.9,1.95
1987-AUELQ,no,female,0,yes,no,71,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),25.05,1873.7,0.84
1989-PRJHP,yes,male,1,yes,no,27,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.5,1893.95,2.52
1991-VOPLL,no,female,0,no,no,9,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.05,157.65,0.64
1996-DBMUS,no,female,1,yes,no,48,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),70.65,3545.05,2.36
1998-VHJHK,no,female,0,no,no,27,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.15,501.35,0.64
2000-DHJUY,no,female,1,yes,no,70,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),92.2,6474.45,3.07
2000-MPKCA,no,female,0,no,no,58,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,electronic check,107.75,6332.75,3.59
2001-EWBQU,no,female,0,no,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,no,electronic check,104.7,6333.8,3.49
2001-MCUUW,no,male,0,no,no,46,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,no,electronic check,108.65,4903.2,3.62
2002-MZHWP,yes,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.5,20.5,0.68
2003-CKLOR,yes,male,0,no,no,66,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,electronic check,99.5,6710.5,3.32
2004-OCQXK,yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,81.95,81.95,2.73
2005-DWQZJ,no,female,0,yes,yes,8,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.05,201.7,0.64
2007-QVGAW,no,female,0,yes,yes,68,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),19.35,1292.65,0.64
2011-TRQYE,yes,male,0,no,no,18,no,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,credit card (automatic),33.5,600.0,1.12
2012-NWRPA,yes,female,1,yes,no,11,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.55,1131.2,3.32
2013-SGDXK,yes,female,0,no,no,1,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,no,electronic check,84.3,84.3,2.81
2014-MKGMH,no,female,0,no,no,46,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,101.1,4674.4,3.37
2017-CCBLH,no,female,0,no,no,8,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.0,141.6,0.67
2018-PZKMU,no,male,0,yes,yes,9,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,no,electronic check,103.1,970.45,3.44
2018-QKYGT,no,male,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,81.05,81.05,2.7
2019-HDCZY,no,male,0,yes,no,63,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,no,electronic check,102.6,6296.75,3.42
2023-VQFDL,no,male,0,no,no,18,yes,no,no,no,no,no,no,no,no,month-to-month,no,electronic check,19.0,348.8,0.63
2024-BASKD,yes,female,0,no,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,mailed check,74.6,74.6,2.49
2025-JKFWI,yes,male,0,no,no,13,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,mailed check,99.0,1301.7,3.3
2026-TGDHM,yes,female,0,no,no,7,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.3,523.15,2.64
2027-CWDNU,no,male,0,yes,yes,18,yes,no,fiber optic,no,no,no,yes,no,yes,month-to-month,yes,electronic check,85.6,1601.5,2.85
2027-DNKIV,no,male,0,yes,yes,37,yes,no,dsl,yes,no,yes,yes,no,no,one year,yes,mailed check,58.75,2203.1,1.96
2027-FECZV,yes,male,0,no,no,12,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,106.7,1253.9,3.56
2027-OAQQC,yes,female,0,no,no,43,no,no,dsl,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),49.05,2076.2,1.64
2027-WKXMW,no,female,0,yes,no,63,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,108.75,6871.7,3.62
2030-BTZRO,no,male,0,yes,yes,6,yes,no,no,no,no,no,no,no,no,two year,yes,credit card (automatic),20.4,107.6,0.68
2034-CGRHZ,yes,male,1,no,no,24,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit card (automatic),102.95,2496.7,3.43
2034-GDRCN,yes,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,90.4,168.2,3.01
2037-SGXHH,yes,male,0,yes,yes,38,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,94.65,3624.3,3.16
2037-XJFUP,yes,male,0,yes,no,33,yes,no,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,95.8,3036.75,3.19
2038-LLMLM,no,female,0,no,no,48,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,103.85,4946.05,3.46
2038-OEQZH,no,male,0,no,no,4,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,no,electronic check,86.05,308.1,2.87
2038-YSEZE,no,female,0,no,no,29,yes,yes,dsl,yes,yes,no,yes,no,no,month-to-month,no,mailed check,67.45,1801.1,2.25
2039-JONDJ,no,male,0,no,no,27,yes,no,dsl,yes,yes,no,no,no,no,one year,no,bank transfer (automatic),55.45,1477.65,1.85
2040-LDIWQ,no,male,0,yes,yes,65,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),84.2,5324.5,2.81
2040-OBMLJ,no,male,0,no,no,31,yes,yes,fiber optic,no,no,no,yes,no,no,one year,no,credit card (automatic),81.7,2548.65,2.72
2040-VZIKE,no,female,0,yes,no,49,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,mailed check,100.85,4847.35,3.36
2040-XBAVJ,no,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),114.45,8100.55,3.82
2041-JIJCI,no,female,0,no,no,5,yes,yes,dsl,no,yes,no,no,no,yes,month-to-month,yes,electronic check,64.0,370.25,2.13
2043-WVTQJ,no,male,0,yes,no,1,yes,no,dsl,yes,no,yes,no,no,no,month-to-month,no,mailed check,55.7,55.7,1.86
2045-BMBTJ,no,female,1,no,no,33,no,no,dsl,yes,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),59.45,1884.65,1.98
2049-BAFNW,no,female,0,no,no,1,no,no,dsl,no,no,yes,yes,no,no,month-to-month,no,mailed check,35.9,35.9,1.2
2050-ONYDQ,no,female,0,yes,yes,65,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),26.0,1654.85,0.87
2054-PJOCK,no,female,0,no,no,60,yes,yes,dsl,no,no,yes,yes,yes,yes,one year,no,credit card (automatic),80.55,4847.05,2.68
2055-BFOCC,no,male,1,yes,no,63,yes,no,dsl,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),84.0,5329.55,2.8
2055-PDADH,yes,female,1,no,no,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.4,204.7,2.35
2055-SIFSS,no,female,1,yes,no,55,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),51.65,2838.55,1.72
2056-EVGZL,no,male,0,yes,yes,68,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,no,credit card (automatic),105.75,7322.5,3.52
2057-BOYKM,no,female,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,no,no,two year,yes,bank transfer (automatic),96.6,6827.5,3.22
2057-ZBLPD,yes,female,0,yes,no,21,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,86.5,1808.7,2.88
2058-DCJBE,yes,male,0,no,no,5,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.75,324.6,2.33
2061-VVFST,no,female,0,yes,no,37,yes,no,no,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),19.5,805.2,0.65
2065-MMKGR,no,female,0,no,no,29,yes,yes,dsl,no,no,no,no,yes,yes,one year,yes,credit card (automatic),71.0,2080.1,2.37
2067-QYTCF,no,female,0,yes,no,64,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,111.15,6953.4,3.7
2068-WWXQZ,no,male,0,no,no,46,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),20.05,902.0,0.67
2070-FNEXE,yes,female,1,no,no,7,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),76.45,503.6,2.55
2070-XYMFH,no,female,1,no,no,23,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,mailed check,79.35,1835.3,2.64
2072-ZVJJX,no,male,0,yes,no,68,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),25.25,1728.2,0.84
2073-QBVBI,no,female,0,yes,no,41,no,no,dsl,no,yes,no,yes,no,no,one year,no,mailed check,35.45,1391.65,1.18
2074-GKOWZ,yes,male,0,yes,yes,2,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),89.55,185.55,2.98
2074-GUHPQ,no,female,0,no,yes,17,yes,yes,fiber optic,no,yes,yes,yes,no,no,month-to-month,yes,credit card (automatic),92.7,1556.85,3.09
2075-PUEPR,no,male,0,yes,yes,55,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.35,1153.25,0.64
2075-RMJIK,no,female,0,yes,yes,5,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,49.4,232.55,1.65
2077-DDHJK,no,female,0,yes,no,68,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),70.9,4911.35,2.36
2077-MPJQO,no,male,1,yes,no,7,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.4,533.05,2.51
